packet_count,byte_count,bytes_per_sec,packets_per_sec,fwd_packets,bwd_packets,fwd_byte_ratio,syn_count,fin_count,rst_count,duration
5.0,3870.7965607638403,329.91256961012283,0.42615591446249995,3.0,2.0,0.5994715406259068,0.0,1.0,0.0,11.732795041238317
51.0,24430.45464461306,1562.0252108439893,3.2608187981720307,26.0,25.0,0.6796477014461645,1.0,1.0,0.0,15.640243496078313
50.0,3763.625409570693,496.73199446758434,6.599115751589173,21.0,29.0,0.5013615011473564,0.0,1.0,0.0,7.576772689274194
18.0,9205.659408432819,30961.66632433885,60.53993191705278,7.0,11.0,0.6550985612009457,1.0,1.0,0.0,0.29732441762012934
38.0,20525.37212202817,2008.509388009709,3.7184883319341844,18.0,20.0,0.3651281255953516,0.0,1.0,0.0,10.219206464535057
11.0,3224.6261098917425,317.1209346243451,1.0817782161370972,7.0,4.0,0.373123887242945,1.0,1.0,0.0,10.168442880352783
45.0,23827.41588989645,2717.562613333339,5.1323365557175284,16.0,29.0,0.5049372182641559,0.0,0.0,0.0,8.767936301813464
42.0,17967.44514829915,2631.6845310677245,6.151723263521837,18.0,24.0,0.4330038643378097,0.0,0.0,0.0,6.827355230533431
22.0,5091.882623156954,1011.492217201878,4.370255645179154,8.0,14.0,0.47300770720586305,0.0,0.0,0.0,5.034030451803955
5.0,3171.484895009284,299.9176152831457,0.47283468976173026,2.0,3.0,0.6192787945202133,0.0,0.0,0.0,10.574520246218796
58.0,22460.788249585567,2980.1496081671507,7.695574854853281,20.0,38.0,0.32136298837690364,0.0,0.0,0.0,7.536798886885207
27.0,11305.552240419827,582.7561872599924,1.3917424572826975,16.0,11.0,0.5883375337120919,0.0,1.0,0.0,19.400141066843684
53.0,21596.6642187569,6170.652165747779,15.14329071711876,18.0,35.0,0.33529170738134617,0.0,1.0,0.0,3.4998997899502817
41.0,30630.924499206005,4765.732221193234,6.379011546778078,23.0,18.0,0.6390004201121681,0.0,0.0,0.0,6.427328074160385
47.0,23115.38807933011,3908.2498174042857,7.946556674177401,19.0,28.0,0.38075992261427,0.0,1.0,0.0,5.914511394945191
46.0,23727.718349021558,2179.0503244099827,4.224439680564254,22.0,24.0,0.5939755681391983,1.0,1.0,0.0,10.889018065907342
13.0,5354.345998595368,534.8654427686581,1.2986181240092884,5.0,8.0,0.5367517595950756,1.0,0.0,0.0,10.010641126634251
23.0,13629.187382372565,1057.1307435263218,1.783966014918259,14.0,9.0,0.454248842829139,1.0,0.0,0.0,12.892622285214248
29.0,22326.044681013896,1174.898207085219,1.5261121480441304,20.0,9.0,0.4070145001675661,1.0,1.0,0.0,19.002535322955445
30.0,18887.16490491904,3290.354754528398,5.226334557503832,12.0,18.0,0.32298372650656365,0.0,1.0,0.0,5.740160655602653
4.0,2549.493569067885,183.80301721816156,0.2883757299068009,3.0,1.0,0.4413520827652028,0.0,0.0,0.0,13.87079280663718
33.0,20501.11935883668,37305.145819353434,60.04890711043202,14.0,19.0,0.3802115026404704,1.0,1.0,0.0,0.5495520499534131
10.0,2239.5147133776736,423.77729844462783,1.892272892485175,5.0,5.0,0.35436500158079287,0.0,1.0,0.0,5.284650031035809
45.0,14614.930514707756,1571.2937086796135,4.838080948754788,26.0,19.0,0.5953992490356537,0.0,1.0,0.0,9.301208573532026
41.0,18819.103372487163,28157.724475290328,61.34546798731609,16.0,25.0,0.38500599640528016,1.0,1.0,0.0,0.6683460301986325
55.0,19515.495532574518,1577.3276606827453,4.445340431799242,26.0,29.0,0.3892632190864673,1.0,0.0,0.0,12.372505738045097
45.0,12919.166777196016,951.1768975372231,3.313136297979197,15.0,30.0,0.4361925807016174,0.0,1.0,0.0,13.582296637614078
23.0,2887.99159199536,193.21161910532868,1.5387396735293886,13.0,10.0,0.4850612638487076,1.0,0.0,0.0,14.947297711019031
58.0,13380.261127643964,1292.0720992591969,5.600801138492362,27.0,31.0,0.50548509771588,0.0,1.0,0.0,10.355661371618094
25.0,11217.372213286999,927.1554679772687,2.0663383775369675,16.0,9.0,0.5658185075361652,0.0,1.0,0.0,12.098696066323601
20.0,9722.294532724462,1222.6991607996888,2.515248137534163,8.0,12.0,0.5354088191351709,0.0,1.0,0.0,7.95150176300582
54.0,18435.019217789784,21116.908915415705,61.85581191757297,36.0,18.0,0.49267355189065665,0.0,1.0,0.0,0.8729979985059226
23.0,11863.055978342838,5803.731212918943,11.252228611314575,8.0,15.0,0.4575760858549881,0.0,1.0,0.0,2.044039522701535
6.0,2479.3996309099484,189.01942102889586,0.4574157840610593,3.0,3.0,0.40631448477169374,0.0,1.0,0.0,13.117168687819209
29.0,20825.326806768317,1045.9034459993882,1.456457332718759,12.0,17.0,0.5839770454732158,1.0,1.0,0.0,19.911328226736238
48.0,22448.392665361564,61456.206798577114,131.40797964049642,18.0,30.0,0.42700052815749906,0.0,1.0,0.0,0.36527462130775873
12.0,7671.194115364116,686.5346129146943,1.0739417137778025,4.0,8.0,0.639832557410358,1.0,0.0,0.0,11.173790761686336
28.0,15137.997068850278,1007.0095842547022,1.8626155250849938,16.0,12.0,0.5344649823551946,0.0,0.0,0.0,15.032624620007029
9.0,1976.2721293607012,119.45438087551216,0.5439986790824132,4.0,5.0,0.5535777114112722,0.0,0.0,0.0,16.54415781887688
41.0,19756.60295895516,1808.0805588801438,3.7522292201799843,22.0,19.0,0.5035160923510933,0.0,1.0,0.0,10.92683777939167
29.0,7333.380223893636,590.5765476723682,2.335446868920878,20.0,9.0,0.6714224258608191,0.0,1.0,0.0,12.417323804672897
21.0,10045.892479488932,720.1530765021035,1.5054127482871034,9.0,12.0,0.46863822744709777,1.0,0.0,0.0,13.949662658227341
15.0,5264.607548307932,306.3244595360514,0.8727843150469177,5.0,10.0,0.470787381367525,1.0,1.0,0.0,17.18637668138394
34.0,19597.348627696698,7871.444527109704,13.656393985025757,12.0,22.0,0.6572057983087319,1.0,0.0,0.0,2.489676267196232
40.0,9261.16530027039,499.86495048552507,2.1589721564344866,14.0,26.0,0.5419627683840685,1.0,1.0,0.0,18.527334815683524
56.0,28164.6604431297,49494.41874218921,98.41011416271851,27.0,29.0,0.47965948628965616,1.0,1.0,0.0,0.5690472008538217
27.0,16591.04414584125,991.5647068509135,1.6136565516695016,16.0,11.0,0.40486044580669234,1.0,0.0,0.0,16.732185031607617
11.0,7496.710252479789,4741.837664813696,6.957747139246433,5.0,6.0,0.39801777802076704,1.0,0.0,0.0,1.5809715098659602
50.0,17358.322421157773,4413.694456113928,12.71348218170596,18.0,32.0,0.6205737255020944,1.0,0.0,0.0,3.932832821518199
38.0,19134.90738877453,149856.48122652786,297.5998875201642,21.0,17.0,0.41178643104948803,0.0,0.0,0.0,0.1276882203035956
42.0,22546.83457245722,2524.0299425826574,4.7017357247110185,18.0,24.0,0.30229507612134626,0.0,0.0,0.0,8.932871275444013
7.0,5665.976791359875,843.0927718788579,1.0415943482422148,4.0,3.0,0.30778425571932944,0.0,0.0,0.0,6.720466573011976
20.0,4074.6797569994524,1212.1400400969483,5.949621135328457,13.0,7.0,0.6913610446386258,0.0,1.0,0.0,3.361558584166195
46.0,14617.856585346348,1615.3668726512224,5.083294921393953,19.0,27.0,0.5239351746491777,1.0,1.0,0.0,9.049248708037931
50.0,53044.62492736079,6567.1240032096075,6.190187990020304,25.0,25.0,0.49560985274375813,0.0,0.0,0.0,8.077299119285067
27.0,12025.274666637735,782.6489923203887,1.757259054653998,17.0,10.0,0.667150427643332,1.0,1.0,0.0,15.364837602339893
48.0,5846.459424928564,327.2037113275468,2.6863742655520353,28.0,20.0,0.4406749595961171,1.0,0.0,0.0,17.867949606097145
50.0,19174.49856651834,1467.205927456893,3.8259303688359885,30.0,20.0,0.6179990238620932,1.0,0.0,0.0,13.068716672753283
24.0,960.0,379.14882788946056,9.478720697236515,15.0,9.0,0.5887239251120555,0.0,0.0,0.0,2.531987255094151
54.0,29601.943694526457,4980.937709211019,9.086249169074968,28.0,26.0,0.49083859292873516,0.0,1.0,0.0,5.9430463544615195
18.0,11915.225137001587,652.1493496572181,0.985183927190478,9.0,9.0,0.6098527589834764,1.0,0.0,0.0,18.270700021803982
15.0,4765.01287149374,2617.7748460054213,8.240612092569645,9.0,6.0,0.6863113550370549,1.0,0.0,0.0,1.8202531355073888
41.0,16640.063837537644,2037.5320592928786,5.020342184178176,24.0,17.0,0.38024295031482824,1.0,0.0,0.0,8.166773995846988
38.0,26019.771580803736,1380.141988720658,2.015597846757308,22.0,16.0,0.3070037658004086,1.0,1.0,0.0,18.85296715370795
10.0,1499.5690703078594,78.85926133979135,0.5258794869888964,5.0,5.0,0.6285817625057197,1.0,1.0,0.0,19.01576358731624
50.0,11784.287878004545,1427.792215306503,6.058033502268249,32.0,18.0,0.46143482913792544,1.0,0.0,0.0,8.253503382125404
13.0,5906.900527539337,441.98215490178814,0.9727213090748938,5.0,8.0,0.5177609974060032,1.0,0.0,0.0,13.364567917571009
48.0,16777.585560318545,1831.1993880411137,5.238988071910903,17.0,31.0,0.3889849282930128,0.0,0.0,0.0,9.16207468716228
2.0,882.4532410105649,58.512152736066554,0.13261247172498297,1.0,1.0,0.6367155047411508,0.0,0.0,0.0,15.081537761755017
48.0,11867.996933697392,17451.716398912315,70.58329993070002,19.0,29.0,0.5884824996290845,0.0,1.0,0.0,0.6800475473253204
47.0,25514.54676766217,8720.13414949093,16.063240658678836,27.0,20.0,0.6813466512779192,0.0,0.0,0.0,2.9259351209811006
47.0,22097.208999308106,1796.0441369449761,3.820123819214318,18.0,29.0,0.49010074863987363,0.0,0.0,0.0,12.303266130694805
40.0,24393.52395386426,5201.823733496387,8.529843811553679,23.0,17.0,0.690626005104331,1.0,0.0,0.0,4.689417635739118
29.0,15662.317102785697,1174.2853845517548,2.174280850560994,15.0,14.0,0.5043421571895594,1.0,1.0,0.0,13.337743370419513
42.0,22736.1966089666,3221.8403231673747,5.951624007318089,15.0,27.0,0.5485688363451089,1.0,1.0,0.0,7.0568974028529015
18.0,3793.293523691591,213.84427401758165,1.0147374328603167,7.0,11.0,0.5696509759286761,1.0,1.0,0.0,17.73857888465004
47.0,28130.360585461796,1715.8701328236373,2.866863224085012,24.0,23.0,0.4959085822880699,1.0,1.0,0.0,16.39422474192173
34.0,14750.108467729793,1492.6065719839812,3.440559339511497,20.0,14.0,0.5251120763875697,0.0,1.0,0.0,9.882114111372205
28.0,13067.04947716214,844.7108667006567,1.8100416860712025,13.0,15.0,0.38932282588059597,1.0,1.0,0.0,15.469256987542412
31.0,21999.239133623018,4029.754503838468,5.678486826758687,12.0,19.0,0.44494522325316327,0.0,0.0,0.0,5.459200830390053
34.0,12107.838215685113,1221.7203509293972,3.43071084958737,14.0,20.0,0.5807972980368992,1.0,1.0,0.0,9.91048254739666
4.0,3080.9474627672007,772.2123906518812,1.0025648278446222,1.0,3.0,0.3155955840071737,1.0,1.0,0.0,3.989766934672399
10.0,7888.950598746187,458.00276280056323,0.5805623410461651,3.0,7.0,0.5801652479869099,0.0,0.0,0.0,17.22467906199383
16.0,10408.910199565991,631.9844848762314,0.9714515318271572,11.0,5.0,0.42151025781699536,1.0,0.0,0.0,16.470198950539878
8.0,2431.006702772125,134.69758831005097,0.44326521405787206,3.0,5.0,0.4087343345496888,0.0,1.0,0.0,18.047885884759573
27.0,1694.016473614569,96.49400343369534,1.5379650276662857,9.0,18.0,0.5773953857410443,0.0,0.0,0.0,17.555665775423975
40.0,28630.679314079527,1491.6515951005897,2.0839905036651363,26.0,14.0,0.38597806508830246,1.0,0.0,0.0,19.19394542808692
39.0,20368.803478382422,4422.8972893516075,8.46848929873475,22.0,17.0,0.6846733743557256,1.0,1.0,0.0,4.605307821056923
29.0,10177.854669235518,546.0253336673562,1.5558027885991335,14.0,15.0,0.6962716134852286,1.0,1.0,0.0,18.639894601366542
51.0,37470.33590630714,3273.74695621973,4.455820603922121,29.0,22.0,0.48324016314058343,0.0,0.0,0.0,11.445703167472354
34.0,11141.399610030896,1314.0338175750871,4.010012328911436,23.0,11.0,0.4605673343369172,1.0,1.0,0.0,8.478776924167136
6.0,2491.013690122869,221.82846389209632,0.5343088994773562,2.0,4.0,0.3316149825594931,1.0,1.0,0.0,11.229459224559067
46.0,27828.991351716344,4042.022770991511,6.6812715242064336,18.0,28.0,0.6112874735176723,0.0,0.0,0.0,6.884917015173042
35.0,9704.780178695857,1671.3267452858543,6.027590013158416,23.0,12.0,0.3650895986184952,1.0,1.0,0.0,5.806632488870994
38.0,18167.94508698629,3735.0163423252143,7.812144980007846,23.0,15.0,0.6732191441904323,1.0,0.0,0.0,4.864221042651699
34.0,24406.13285061086,14403.670856022496,20.065645471257344,24.0,10.0,0.696237095582084,0.0,1.0,0.0,1.69443838966968
34.0,18435.553056623685,1851.615443591111,3.414865010490086,14.0,20.0,0.3489639120326846,0.0,0.0,0.0,9.956469698086389
7.0,5246.396871553153,295.3911677282022,0.39412538256666024,5.0,2.0,0.5732023528370829,1.0,1.0,0.0,17.760845430492054
34.0,24708.49603444079,1957.646381704894,2.693809323124705,15.0,19.0,0.48639679662709084,0.0,0.0,0.0,12.621531787023974
48.0,24074.288010447544,2305.2014448565124,4.596176190344398,28.0,20.0,0.5164583416842079,1.0,1.0,0.0,10.443463873477683
19.0,760.0,88.36768780045419,2.209192195011355,12.0,7.0,0.37182987186191274,0.0,0.0,0.0,8.600428719105784
36.0,10038.439474449791,1077.6856253083297,3.8648121164496363,13.0,23.0,0.5894083597779656,0.0,1.0,0.0,9.31481244502798
3.0,1958.0004674306938,463.4229501468174,0.7100452086534871,1.0,2.0,0.366645088386048,1.0,1.0,0.0,4.2250830840604205
22.0,4178.893750744737,253.7650400405388,1.335959039374216,12.0,10.0,0.654119991097495,1.0,0.0,0.0,16.46757075000229
27.0,11735.86002163047,2928.298661503371,6.7369637772491595,17.0,10.0,0.48158984573726427,0.0,0.0,0.0,4.007740117466485
58.0,32926.37511879278,2295.060853783006,4.042762953382002,19.0,39.0,0.5539472397470179,1.0,0.0,0.0,14.346623996709894
14.0,11114.797948132229,730.6742331591934,0.9203441494811608,9.0,5.0,0.6687164428193315,0.0,1.0,0.0,15.211700979348244
18.0,6929.929092764109,601.6275067145461,1.5626848378822877,8.0,10.0,0.5951758019210147,1.0,1.0,0.0,11.518637388453298
25.0,9282.561454584353,537.640111018783,1.4479842488768557,12.0,13.0,0.5163391533799877,0.0,1.0,0.0,17.26538118034883
59.0,28881.139955353094,4931.505879632603,10.074354660103872,26.0,33.0,0.4610710591373439,1.0,1.0,0.0,5.856454531390468
51.0,29079.312292063045,1648.6493801891131,2.891441088604905,34.0,17.0,0.4848540487974816,0.0,0.0,0.0,17.63826356379512
4.0,1876.6025380831247,128.5191154712576,0.27393998007172005,1.0,3.0,0.4366692238442157,0.0,1.0,0.0,14.601738669006119
15.0,10647.805046657433,666.1098344477949,0.9383762637402447,8.0,7.0,0.678473530100962,1.0,0.0,0.0,15.985059063847126
49.0,16668.390436320973,1252.4746788562002,3.6818947515306464,18.0,31.0,0.4011431376590595,1.0,0.0,0.0,13.308365205069917
5.0,2620.1609333790434,154.72285872398072,0.29525449515890073,3.0,2.0,0.46373851303878894,1.0,0.0,0.0,16.93454318894989
51.0,30041.169644519592,1512.4701519698158,2.5676755819836234,32.0,19.0,0.6112895698604304,1.0,0.0,0.0,19.862322311216836
18.0,7559.161884338917,896.4585760173885,2.1346618335749774,7.0,11.0,0.44573666905042564,1.0,0.0,0.0,8.432248947766542
55.0,36736.809302159636,2255.505350767181,3.3767982753173476,23.0,32.0,0.6546443585752477,1.0,0.0,0.0,16.28761789000593
19.0,10066.042456720928,675.3754114757536,1.2747942275438662,9.0,10.0,0.39722905605881953,0.0,0.0,0.0,14.90436620238477
27.0,17759.76685102228,1954.896687459072,2.9720103312255315,12.0,15.0,0.31253793668376156,1.0,0.0,0.0,9.084759805954759
40.0,21552.832864390657,1162.3394257787495,2.157190997753531,25.0,15.0,0.5515004449007475,0.0,0.0,0.0,18.542632544663615
9.0,5177.528228677011,653.827599800241,1.1365362269991515,5.0,4.0,0.5033013830940521,1.0,1.0,0.0,7.918797294973264
34.0,12699.736053424383,1120.7912438900935,3.0006058497560626,16.0,18.0,0.6732232319563289,0.0,0.0,0.0,11.331045029710939
31.0,11589.215427814415,5356.573830108935,14.328302875002533,18.0,13.0,0.46925293035838467,1.0,1.0,0.0,2.163550021969683
47.0,35009.3269113305,7687.236104662029,10.320109776294595,23.0,24.0,0.35423610318327753,1.0,1.0,0.0,4.554215121622011
59.0,36999.02324533992,2199.457154924586,3.5073350796333536,21.0,38.0,0.43189821489853997,1.0,0.0,0.0,16.821888602148526
40.0,11816.278670220785,1484.2283653933625,5.0243512591959885,14.0,26.0,0.45728472398416925,1.0,1.0,0.0,7.961226820435504
25.0,13404.317123274157,1694.1803716256222,3.159766282841791,11.0,14.0,0.5332527255303219,0.0,0.0,0.0,7.911977583834401
25.0,1000.0,201.72184469810512,5.0430461174526275,14.0,11.0,0.40980019643567034,0.0,0.0,0.0,4.957321312902874
26.0,10015.511148763035,1016.0165314466459,2.637551835871637,9.0,17.0,0.5201253280695219,1.0,1.0,0.0,9.857626169234216
49.0,33918.07123087508,2103.3095296402826,3.038562135530808,25.0,24.0,0.6632183462263854,1.0,1.0,0.0,16.12604837894492
20.0,9499.417645155361,530.4411221052466,1.116786611389316,8.0,12.0,0.4694921399194294,0.0,1.0,0.0,17.908524149586107
11.0,5759.407873265269,3975.3421969674223,7.592579850027158,6.0,5.0,0.5606277975750524,0.0,1.0,0.0,1.4487829192814685
21.0,840.0,72.93139483112728,1.823284870778182,7.0,14.0,0.3915594348503184,0.0,0.0,0.0,11.517673588240303
3.0,1264.647829118309,134.93745598884263,0.3200988912848221,1.0,2.0,0.6205308180184089,1.0,0.0,0.0,9.372103689452075
8.0,4541.23555812354,369.0584320429593,0.6501462913682566,3.0,5.0,0.40786825214402356,0.0,1.0,0.0,12.304922916907989
7.0,4151.405825557676,462.6475481768112,0.7801050953149425,3.0,4.0,0.5319211174022227,1.0,0.0,0.0,8.97314995381997
46.0,31853.672544276153,3980.2343036471107,5.747870287586887,14.0,32.0,0.420098987893074,1.0,0.0,0.0,8.002964176025632
43.0,19691.783334748518,2080.699627814124,4.543523685745955,21.0,22.0,0.3269609400247388,1.0,0.0,0.0,9.464020212968313
42.0,19608.491173957147,1681.5614919687114,3.601785677242044,25.0,17.0,0.42786509622441227,0.0,0.0,0.0,11.660882618690461
28.0,6540.1423953047715,651.1093114254309,2.787563269723349,10.0,18.0,0.3848122642845397,1.0,0.0,0.0,10.044615060083947
43.0,19741.114763110498,2084.7531190346376,4.540999087143985,26.0,17.0,0.6570695073610515,0.0,0.0,0.0,9.46928179786189
11.0,2724.534862724843,166.47719389513563,0.6721327584757112,6.0,5.0,0.4064648458552573,0.0,1.0,0.0,16.36581443366371
54.0,7043.002706101499,471.8715610329734,3.617926239571907,27.0,27.0,0.6897692727075687,0.0,0.0,0.0,14.925677425195262
31.0,8771.887905314416,1278.607489139097,4.5186204601746205,17.0,14.0,0.49693832468994603,1.0,1.0,0.0,6.8605009589147965
56.0,44897.270967404475,2802.3114659555445,3.4953002423564152,24.0,32.0,0.3884259866270596,1.0,1.0,0.0,16.021513494430643
10.0,4458.877596973447,261.05335060594825,0.5854687529057615,6.0,4.0,0.4565376532662782,0.0,1.0,0.0,17.08033084663978
30.0,16319.264178140196,5243.693890304933,9.639577801544954,18.0,12.0,0.37337244699903493,1.0,1.0,0.0,3.1121694972151004
42.0,16686.631489936328,1429.321160709981,3.5975798222681474,26.0,16.0,0.6334733015381815,1.0,0.0,0.0,11.674515111528638
30.0,4256.693883288616,741.3293200946998,5.224683806874789,12.0,18.0,0.34798770772259013,1.0,1.0,0.0,5.741974272304314
27.0,18555.01087462042,1254.0145402939945,1.8247573562055641,15.0,12.0,0.6494111005981653,0.0,1.0,0.0,14.796487822438115
11.0,721.1640923177044,149.812827307984,2.2851125256272935,4.0,7.0,0.3183668193808353,0.0,1.0,0.0,4.81376732070573
24.0,9336.995151400039,694.4843570246823,1.785116549631403,12.0,12.0,0.41984317261173315,0.0,0.0,0.0,13.444500307251985
15.0,7336.155357449817,1427.340643463409,2.9184373297396586,5.0,10.0,0.3559546880971107,0.0,1.0,0.0,5.139736888349796
19.0,10375.86064503345,1012.5440201618806,1.854143674557197,7.0,12.0,0.5741062183682949,1.0,0.0,0.0,10.247318080427366
41.0,14542.949242863268,766.4067621572277,2.1606812155977604,23.0,18.0,0.5049286923972164,0.0,0.0,0.0,18.975497034928033
38.0,5031.492728782195,657.1028623898776,4.962723811161898,25.0,13.0,0.6757358291391483,0.0,0.0,0.0,7.657085392205868
37.0,12571.909636717759,717.5345004236768,2.111753686022144,12.0,25.0,0.4464723044322596,0.0,1.0,0.0,17.52098279496599
22.0,7705.464854473486,390.3567731998091,1.1145140718421467,12.0,10.0,0.3162996374001974,0.0,1.0,0.0,19.7395443950177
57.0,19686.734155232087,1124.745785701089,3.256533525542814,32.0,25.0,0.6046636252780533,0.0,1.0,0.0,17.50327443366301
7.0,4858.0820262906445,1446.2764373610503,2.0839366249353786,5.0,2.0,0.5318002598702869,0.0,1.0,0.0,3.3590272929806897
21.0,5402.868331815603,329.399375229062,1.2803175008127128,12.0,9.0,0.6309741220977656,0.0,1.0,0.0,16.402181479726504
8.0,4481.566839101054,6482.056231294048,11.57105354268333,3.0,5.0,0.47045542882944325,1.0,1.0,0.0,0.6913804322561969
21.0,11164.847556315246,1413.9210686277352,2.659448979613462,8.0,13.0,0.5952724645425802,1.0,0.0,0.0,7.8963725798011914
57.0,39449.18788317704,2264.4447333123044,3.2718886427024323,32.0,25.0,0.36842628245978726,1.0,1.0,0.0,17.421130797691383
23.0,10887.593390010117,789.4934335107474,1.667801902614065,9.0,14.0,0.6998106219327364,0.0,1.0,0.0,13.7906066445604
54.0,35544.21444573363,3328.679855087196,5.05704556923423,36.0,18.0,0.3694587899476436,1.0,0.0,0.0,10.678171525390669
30.0,13966.679171435411,1793.3848594240885,3.852135867254496,20.0,10.0,0.6319202510635464,1.0,1.0,0.0,7.787887300398279
42.0,24648.897223312324,1516.3584004136908,2.5837688493885786,29.0,13.0,0.38497526758509043,1.0,0.0,0.0,16.255324082082208
28.0,5583.529911415453,393.04883106785144,1.9710411593568278,12.0,16.0,0.6130031938376672,1.0,1.0,0.0,14.205690158767007
17.0,680.0,72.38134311842575,1.8095335779606436,10.0,7.0,0.6445009668109891,0.0,1.0,0.0,9.394686126332683
46.0,26473.431052805852,1482.6848694749767,2.576300135022363,26.0,20.0,0.6506563624839071,1.0,0.0,0.0,17.855062527332713
58.0,34001.72426205506,7331.966764686131,12.506838449553772,18.0,40.0,0.4902873787652705,0.0,1.0,0.0,4.637462955481716
17.0,10116.707932716401,2932.9651873304324,4.928521067942851,7.0,10.0,0.4715251892466504,0.0,0.0,0.0,3.4493106077145663
47.0,18565.634361306016,1442.1102964496183,3.650787396437989,18.0,29.0,0.6335164520522945,0.0,1.0,0.0,12.873935098454952
